question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
15389	https://health.stackexchange.com/questions/15389/need-to-exhale-while-holding-breath	Need to exhale while holding breath	Recently I tried holding my breath for as long as I could. I managed to hold it for almost 2 minutes, but after a bit more than 1 minute, I already felt a strong need to exhale some of the air. At the same time, I did not feel like I had to inhale again though. I ended up with two possible explanations:  At the beginning, I took a deep breath of air which was about 20 C in temperature. After this one minute in my lungs, the air warmed up (I assumed it warmed up to 35 C). For the sake of simplicity, I calculated with the ideal gas law that the pressure in the lung would increase by about 5%. Ok, this is why I had to release some air. But wait...  From what I learned about physiology, I know that our body has certain chemoreceptors to determine the oxygen saturation in our blood. And there are such chemoreceptors for carbon dioxide as well. The concentration of CO2 in my blood reached a certain threshold and I experienced this strong need to exhale. Can anybody of you confirm one of these theories? Or are both of them wrong?-s94b6d	2018-02-20 09:37:12Z	PKlumpp	1	0	breathing, apnea-holding-breath
15387	https://health.stackexchange.com/questions/15387/sleep-schedules-after-sleep-deprivation	Sleep schedules after sleep deprivation	After pulling an all nighter, are you better off to sleep the same number of hours as usual, go to bed early and wake up at the same time, or go to bed at the same time but wake up later?  What does the literature say about repaying sleep debt? -	2018-02-19 21:33:07Z	user16520	0	0	research, circadian-rythym, neuroscience
15384	https://health.stackexchange.com/questions/15384/meaning-of-shared-familial-confounding-in-a-study	Meaning of “shared familial confounding” in a study	From  :  What is the meaning of   in this text? I'm trying to understand it "from the context" and can't. I'm now googling for "familial confounding" and trying to understand what that means, but thus far I found no clear definition, only   that use this term, and it's a bit hard to understand. P.S. I cross-posted  .-	2018-02-19 19:09:43Z	CopperKettle	1	1	terminology, clinical-study
15383	https://health.stackexchange.com/questions/15383/are-eggs-good-for-heart-health-or-bad	How many eggs can one eat per day?	I've read conflicting information on how many eggs one can eat per day: More details:-	2015-04-27 21:21:19Z	michaelpri	34	6	nutrition
15381	https://health.stackexchange.com/questions/15381/what-percentage-of-carbon-dioxide-is-contained-in-exhaled-air	What percentage of carbon dioxide is contained in exhaled air?	What range does the percentage of carbon dioxide vary in exhaled gases for humans and how much would that change depending on if the subject was resting or performing at VO2max? I read somewhere that it was around 4% to 5% but would appreciate a more definite number and preferably some references to a study or such with experimental results. I'm wanting to construct a device for indirect calorimetry to track my caloric requirements, I have managed to find a source for an affordable CO2 sensor but its full range is 0% to 5% (50,000 ppm) and I would like to know before hand if the range is going to be sufficient. -	2018-02-19 13:37:27Z	norlesh	0	0	breathing
15376	https://health.stackexchange.com/questions/15376/negative-health-effects-of-loneliness	Negative health effects of loneliness?	Feeling lonely seems like a natural phenomena, but are there negative health consequences of specifically feeling lonely? What exactly happens in the brain to make a person feel lonely?  And if it has negative conseuqences, what actions should one take to amend these negative effects? I assume one would be to interact with people more, but given limited time, energy, and commitment abilities, I wonder if other techniques exist.-	2018-02-18 21:02:34Z	Dave Liu	2	0	cognitive-science, psychology-psychology, behavior, environmental-psychology
15375	https://health.stackexchange.com/questions/15375/whats-the-most-beneficial-type-of-massage	What's the most beneficial type of massage? [closed]	I love a massage, but I'm wondering, setting aside massage/physio for specific injuries and ailments, what's the most beneficial style from Swedish, Thai, deep tissue etc etc ? I'm talking about scientifically proven benefits. And which ones are overrated, based on mumbo jumbo, or actually harmful ?-	2018-02-18 18:12:29Z	Jimmy Widdle	0	0	massage
15382	https://health.stackexchange.com/questions/15382/heart-rate-versus-respiratory-rate	Heart Rate Versus Respiratory Rate	There are times when my respiratory rate increases more than my heart rate.  If running or cycling at a stead state (flat terrain, constant speed), heart rate and respiratory reach some steady state.   Then I start up a hill or run/cycle a sprint (say over several minutes), my breathing greatly increases but my heart doesn't change all that much. At other times when climbing a long hill at a steady state over a period of time (say 30 - 60 minutes), my heart rate can get fairly high but I'm not breathing that hard. Without commenting on my personal situation, what I'm trying to understand what is the normal relationship between heart rate vs respiratory rate in the human body during exercise?  I'm guessing that what I'm noticing is just anaerobic exercise?  What is the physiology of this relationship? -	2018-02-19 18:55:36Z	Chris	1	0	sports, heart-rate
15358	https://health.stackexchange.com/questions/15358/physical-activity-and-blood-pressure	Physical activity and blood pressure	Apparently physical activity can significantly raise blood pressure. Is prolonged strenuous physical activity (8hrs+) a risk factor for the effects of high blood pressure?-	2018-02-17 13:39:13Z	tmsg	2	0	blood-pressure, sports
15356	https://health.stackexchange.com/questions/15356/what-happens-to-melatonin-and-the-circadian-rythm-when-one-adopts-biphasic-sleep	What happens to melatonin and the circadian rythm when one adopts biphasic sleep cycle?	I have read that the sleep cycle is driven by melatonin, and that there is a  natural 24h "sine-wave" of melatonin, where during the day, melatonin is at low levels, while during the night, it is at high levels. However, I'm wondering, if one adopts a biphasic sleep cycle, where one e.g. sleeps 4 hours during the night and 4 hours during the afternoon, or 6 hours during the night and 2 hours during the afternoon,  ? i.e. will there be a bumb in melatonin during your afternoon nap?-	2018-02-17 10:21:38Z	Programmer2134	1	0	sleep-cycles
15348	https://health.stackexchange.com/questions/15348/foods-that-inhibit-bace1-protein	Foods that inhibit BACE1 protein	It is said that BACE1 causes mental illness such as alzheimers. What foods or drugs will inhibit the production of BACE1?-	2018-02-16 21:47:32Z	Ivas	0	0	diet, mental-health, alzheimers, nootropic-smart-drugs
15346	https://health.stackexchange.com/questions/15346/is-cognitive-behavioral-therapy-actually-effective	Is cognitive behavioral therapy actually effective?	Is Cognitive Behavioral Therapy (CBT) an effective treatment and does it involve medication? I've heard that people use it for panic attacks and depression. What evidences are there for the effectiveness?-	2018-02-16 21:23:26Z	Dave Liu	4	0	depression, cognitive-science, psychiatrist-psychiatry, behavior
15342	https://health.stackexchange.com/questions/15342/what-is-the-effectiveness-of-the-precordial-thump	What is the effectiveness of the precordial thump?	The following paper   states that there was no effectiveness of the precordial thump in their study, if I read it correctly. Questions: Is this the medical consensus on this technique? What do other papers say? Does there exist a survey paper on advanced cardiac life support that perhaps has looked more into this particular technique? Do medical schools in general teach this technique, in modern times? Do doctors tend to use this technique, in reality?-	2018-02-16 01:41:53Z	AlphaCentauri	4	0	cardiac-arrest
